38.307,0.351907
38.7333,0.351826
39.1739,0.352305
39.5932,0.352102
40.0258,0.352315
40.4657,0.352142
40.8895,0.352716
41.3449,0.352965
41.767,0.353079
42.2129,0.353216
42.6293,0.353288
43.1311,0.35369
43.5295,0.353978
43.9664,0.354234
44.4228,0.354597
44.8437,0.355034
45.2683,0.355102
45.7074,0.355427
46.1346,0.355608
46.5766,0.356037
47.0049,0.356454
47.4565,0.35667
47.8958,0.357029
48.3448,0.357399
48.7701,0.357855
49.2149,0.358236
49.6526,0.358745
50.1062,0.359337
50.5425,0.360175
50.9689,0.360891
51.4277,0.361546
51.8501,0.362483
52.3012,0.363428
52.7386,0.36446
53.2063,0.365684
53.6596,0.3668
54.0828,0.367903
54.5185,0.369138
54.9454,0.370736
55.3726,0.372305
55.8353,0.374031
56.2626,0.376037
56.7248,0.377893
57.1498,0.380115
57.6007,0.382683
58.049,0.385423
58.4857,0.388329
58.9589,0.39162
59.3767,0.395404
59.8197,0.398894
60.2518,0.403154
60.6847,0.407827
61.1478,0.412702
61.5696,0.418319
62.0075,0.423379
62.4317,0.429509
62.8969,0.437454
63.3302,0.444031
63.7858,0.45116
64.2189,0.457387
64.643,0.462617
65.0673,0.464228
65.5168,0.464144
65.9617,0.465388
66.3868,0.464367
66.8499,0.465379
